operation_id,customer_id,client_segment,region,branch_id,operation_date,product_type,operation_type,channel,amount,operation_status,tariff_rule_id,expected_fee,actual_fee,fee_diff,abs_fee_diff,relative_diff,potential_loss,overcharge_amount,control_status,is_deviation,priority_amount
OP_0006256,CUST_0000320,corporate,other,BR_003,2025-09-08,account_service,monthly_package_fee,branch,34778.49,posted,TR_00136,1310.4,121.0,-1189.4,1189.4,-0.9076617826617827,1189.4,0.0,undercharged_potential_loss,1,1189.4
OP_0004850,CUST_0000200,mass,aktobe,BR_015,2025-10-28,account_service,monthly_package_fee,mobile,53750.25,posted,TR_00114,1428.0,297.19,-1130.81,1130.81,-0.7918837535014005,1130.81,0.0,undercharged_potential_loss,1,1130.81
OP_0003752,CUST_0000364,mass,almaty,BR_059,2025-02-02,cash_withdrawals,atm_cash_withdrawal,atm,182104.15,posted,TR_00098,1223.74,105.03,-1118.71,1118.71,-0.9141729452334646,1118.71,0.0,undercharged_potential_loss,1,1118.71
OP_0006566,CUST_0000119,mass,almaty,BR_013,2025-07-16,account_service,monthly_package_fee,web,56100.18,posted,TR_00122,1512.0,399.43,-1112.57,1112.57,-0.7358267195767195,1112.57,0.0,undercharged_potential_loss,1,1112.57
OP_0008892,CUST_0000054,affluent,almaty,BR_049,2024-04-03,account_service,monthly_package_fee,branch,51789.02,posted,TR_00131,1350.0,258.42,-1091.58,1091.58,-0.8085777777777777,1091.58,0.0,undercharged_potential_loss,1,1091.58
OP_0008675,CUST_0000322,mass,astana,BR_027,2024-03-20,account_service,monthly_package_fee,web,26086.44,posted,TR_00121,1350.0,290.33,-1059.67,1059.67,-0.7849407407407408,1059.67,0.0,undercharged_potential_loss,1,1059.67
OP_0002270,CUST_0000219,sme,karaganda,BR_032,2025-12-11,account_service,monthly_package_fee,web,79280.3,posted,TR_00126,1360.8,304.99,-1055.81,1055.81,-0.7758744855967078,1055.81,0.0,undercharged_potential_loss,1,1055.81
OP_0000244,CUST_0000031,affluent,shymkent,BR_033,2025-03-10,account_service,monthly_package_fee,mobile,7034.07,posted,TR_00116,1071.0,35.22,-1035.78,1035.78,-0.9671148459383754,1035.78,0.0,undercharged_potential_loss,1,1035.78
OP_0008578,CUST_0000526,mass,almaty,BR_028,2025-06-20,cash_withdrawals,atm_cash_withdrawal,branch,234867.09,posted,TR_00106,1893.97,858.23,-1035.74,1035.74,-0.5468618827119753,1035.74,0.0,undercharged_potential_loss,1,1035.74
OP_0005659,CUST_0000407,mass,other,BR_016,2025-06-27,account_service,monthly_package_fee,web,25131.21,posted,TR_00122,1512.0,482.49,-1029.51,1029.51,-0.6808928571428572,1029.51,0.0,undercharged_potential_loss,1,1029.51
OP_0008324,CUST_0000536,mass,astana,BR_031,2024-05-23,account_service,monthly_package_fee,web,50329.71,posted,TR_00121,1350.0,332.35,-1017.65,1017.65,-0.7538148148148148,1017.65,0.0,undercharged_potential_loss,1,1017.65
OP_0003729,CUST_0000665,mass,other,BR_019,2025-05-06,account_service,monthly_package_fee,mobile,2956.21,posted,TR_00114,1428.0,431.62,-996.38,996.38,-0.6977450980392157,996.38,0.0,undercharged_potential_loss,1,996.38
OP_0000462,CUST_0000008,sme,astana,BR_040,2025-05-18,merchant_acquiring,merchant_settlement,pos,247941.87,posted,TR_00142,2199.34,1238.78,-960.5600000000002,960.5600000000002,-0.4367492065801559,960.5600000000002,0.0,undercharged_potential_loss,1,960.5600000000002
OP_0000633,CUST_0000285,affluent,other,BR_008,2025-11-13,account_service,monthly_package_fee,web,226072.79,posted,TR_00124,1134.0,191.94,-942.06,942.06,-0.8307407407407407,942.06,0.0,undercharged_potential_loss,1,942.06
OP_0001188,CUST_0000137,corporate,astana,BR_059,2024-10-21,account_service,monthly_package_fee,branch,13722.65,posted,TR_00135,1170.0,228.77,-941.23,941.23,-0.8044700854700855,941.23,0.0,undercharged_potential_loss,1,941.23
OP_0000592,CUST_0000774,sme,other,BR_060,2024-05-31,merchant_acquiring,merchant_settlement,pos,115056.59,posted,TR_00141,911.25,0.0,-911.25,911.25,-1.0,911.25,0.0,undercharged_potential_loss,1,911.25
OP_0003580,CUST_0000552,mass,astana,BR_003,2025-07-07,cash_withdrawals,atm_cash_withdrawal,atm,281616.58,posted,TR_00098,1892.46,987.77,-904.69,904.69,-0.47804973420838487,904.69,0.0,undercharged_potential_loss,1,904.69
OP_0005908,CUST_0000857,affluent,almaty,BR_051,2024-11-08,account_service,monthly_package_fee,web,7446.62,posted,TR_00123,1012.5,114.96,-897.54,897.54,-0.8864592592592592,897.54,0.0,undercharged_potential_loss,1,897.54
OP_0008706,CUST_0000339,mass,other,BR_045,2025-06-24,merchant_acquiring,merchant_settlement,pos,108439.95,posted,TR_00138,1068.78,224.01,-844.77,844.77,-0.7904058833436255,844.77,0.0,undercharged_potential_loss,1,844.77
OP_0002397,CUST_0000297,corporate,almaty,BR_027,2025-07-03,account_service,monthly_package_fee,web,40455.49,posted,TR_00128,982.8,177.77,-805.03,805.03,-0.8191188441188442,805.03,0.0,undercharged_potential_loss,1,805.03
OP_0004670,CUST_0000950,mass,other,BR_023,2025-09-25,card_payments,merchant_purchase,pos,532146.19,posted,TR_00002,800.0,0.0,-800.0,800.0,-1.0,800.0,0.0,undercharged_potential_loss,1,800.0
OP_0002652,CUST_0000771,mass,shymkent,BR_018,2025-11-03,merchant_acquiring,merchant_settlement,pos,114079.32,posted,TR_00138,1124.37,325.14,-799.2299999999999,799.2299999999999,-0.7108247285146349,799.2299999999999,0.0,undercharged_potential_loss,1,799.2299999999999
OP_0003883,CUST_0000196,mass,almaty,BR_030,2025-03-09,merchant_acquiring,merchant_settlement,pos,99871.85,posted,TR_00138,984.34,219.09,-765.25,765.25,-0.7774244671556576,765.25,0.0,undercharged_potential_loss,1,765.25
OP_0008392,CUST_0000432,sme,shymkent,BR_006,2025-06-13,account_service,monthly_package_fee,mobile,18248.38,posted,TR_00118,1285.2,522.48,-762.72,762.72,-0.5934640522875817,762.72,0.0,undercharged_potential_loss,1,762.72
OP_0002942,CUST_0000656,mass,astana,BR_012,2025-04-16,cash_withdrawals,atm_cash_withdrawal,branch,117232.77,posted,TR_00106,945.37,188.28,-757.09,757.09,-0.8008398827972117,757.09,0.0,undercharged_potential_loss,1,757.09
OP_0002245,CUST_0000401,mass,astana,BR_023,2024-11-11,account_service,monthly_package_fee,branch,9275.73,posted,TR_00129,1800.0,1058.37,-741.6300000000001,741.6300000000001,-0.41201666666666675,741.6300000000001,0.0,undercharged_potential_loss,1,741.6300000000001
OP_0001717,CUST_0000210,mass,astana,BR_037,2024-01-17,account_service,monthly_package_fee,mobile,3119.01,posted,TR_00113,1275.0,538.42,-736.58,736.58,-0.5777098039215687,736.58,0.0,undercharged_potential_loss,1,736.58
OP_0005120,CUST_0000215,affluent,almaty,BR_042,2024-04-04,card_payments,p2p_transfer,web,301683.09,posted,TR_00043,814.54,106.99,-707.55,707.55,-0.8686497900655584,707.55,0.0,undercharged_potential_loss,1,707.55
OP_0008980,CUST_0000516,mass,almaty,BR_048,2024-09-05,account_service,monthly_package_fee,web,55755.58,posted,TR_00121,1350.0,658.11,-691.89,691.89,-0.5125111111111111,691.89,0.0,undercharged_potential_loss,1,691.89
OP_0006640,CUST_0000172,mass,aktobe,BR_016,2024-05-28,merchant_acquiring,merchant_settlement,pos,170299.15,posted,TR_00137,1498.63,856.07,-642.5600000000001,642.5600000000001,-0.4287649386439615,642.5600000000001,0.0,undercharged_potential_loss,1,642.5600000000001
OP_0008946,CUST_0000934,sme,other,BR_050,2025-08-01,account_service,monthly_package_fee,branch,5316.82,posted,TR_00134,1814.4,1172.27,-642.1300000000001,642.1300000000001,-0.35390762786596125,642.1300000000001,0.0,undercharged_potential_loss,1,642.1300000000001
OP_0008524,CUST_0000934,sme,other,BR_050,2025-07-01,account_service,monthly_package_fee,web,121466.82,posted,TR_00126,1360.8,725.26,-635.54,635.54,-0.46703409758965314,635.54,0.0,undercharged_potential_loss,1,635.54
OP_0001781,CUST_0000942,sme,astana,BR_027,2024-06-13,merchant_acquiring,merchant_settlement,pos,96884.74,posted,TR_00141,767.33,137.52,-629.8100000000001,629.8100000000001,-0.8207811502221991,629.8100000000001,0.0,undercharged_potential_loss,1,629.8100000000001
OP_0006163,CUST_0000421,affluent,karaganda,BR_044,2025-09-04,account_service,monthly_package_fee,branch,3800.2,posted,TR_00132,1512.0,886.89,-625.11,625.11,-0.4134325396825397,625.11,0.0,undercharged_potential_loss,1,625.11
OP_0001944,CUST_0000625,corporate,astana,BR_024,2024-05-03,merchant_acquiring,merchant_settlement,pos,107932.22,posted,TR_00143,617.37,0.0,-617.37,617.37,-1.0,617.37,0.0,undercharged_potential_loss,1,617.37
OP_0000353,CUST_0000296,sme,astana,BR_060,2025-03-22,merchant_acquiring,merchant_settlement,web,79305.78,posted,TR_00150,791.41,182.44,-608.97,608.97,-0.769474734966705,608.97,0.0,undercharged_potential_loss,1,608.97
OP_0005248,CUST_0000713,sme,other,BR_054,2025-03-26,account_service,monthly_package_fee,web,6440.41,posted,TR_00126,1360.8,778.28,-582.52,582.52,-0.428071722516167,582.52,0.0,undercharged_potential_loss,1,582.52
OP_0006964,CUST_0000084,mass,other,BR_048,2024-01-17,merchant_acquiring,merchant_settlement,web,406945.91,posted,TR_00145,4028.76,3478.62,-550.1400000000003,550.1400000000003,-0.13655318261698396,550.1400000000003,0.0,undercharged_potential_loss,1,550.1400000000003
OP_0006221,CUST_0000829,sme,other,BR_056,2025-11-30,merchant_acquiring,merchant_settlement,pos,67426.02,posted,TR_00142,598.1,70.02,-528.08,528.08,-0.8829292760407959,528.08,0.0,undercharged_potential_loss,1,528.08
OP_0002332,CUST_0000564,affluent,other,BR_012,2024-12-31,card_payments,p2p_transfer,mobile,263465.48,posted,TR_00035,671.84,163.98,-507.86,507.86,-0.7559240295308407,507.86,0.0,undercharged_potential_loss,1,507.86
OP_0000850,CUST_0000142,mass,aktobe,BR_052,2024-07-04,cash_withdrawals,atm_cash_withdrawal,branch,70069.5,posted,TR_00105,504.5,0.0,-504.5,504.5,-1.0,504.5,0.0,undercharged_potential_loss,1,504.5
OP_0007419,CUST_0000771,mass,shymkent,BR_018,2025-05-01,merchant_acquiring,merchant_settlement,pos,50348.48,posted,TR_00138,496.23,0.0,-496.23,496.23,-1.0,496.23,0.0,undercharged_potential_loss,1,496.23
OP_0008701,CUST_0000869,mass,shymkent,BR_056,2025-10-21,card_payments,p2p_transfer,web,123045.04,posted,TR_00042,496.12,0.0,-496.12,496.12,-1.0,496.12,0.0,undercharged_potential_loss,1,496.12
OP_0009397,CUST_0000737,mass,other,BR_004,2024-04-30,card_payments,merchant_purchase,pos,268728.92,posted,TR_00001,537.46,42.18,-495.28000000000003,495.28000000000003,-0.9215197410039817,495.28000000000003,0.0,undercharged_potential_loss,1,495.28000000000003
OP_0006187,CUST_0000728,mass,other,BR_054,2025-07-15,card_payments,p2p_transfer,mobile,126472.69,posted,TR_00034,481.61,0.0,-481.61,481.61,-1.0,481.61,0.0,undercharged_potential_loss,1,481.61
OP_0005737,CUST_0000331,affluent,aktobe,BR_012,2025-04-18,account_service,monthly_package_fee,web,52607.84,posted,TR_00124,1134.0,669.94,-464.05999999999995,464.05999999999995,-0.4092239858906525,464.05999999999995,0.0,undercharged_potential_loss,1,464.05999999999995
OP_0000670,CUST_0000832,affluent,other,BR_007,2025-05-10,account_service,monthly_package_fee,mobile,7239.12,posted,TR_00116,1071.0,609.55,-461.45000000000005,461.45000000000005,-0.430859010270775,461.45000000000005,0.0,undercharged_potential_loss,1,461.45000000000005
OP_0004195,CUST_0000334,sme,other,BR_054,2025-01-27,cash_withdrawals,atm_cash_withdrawal,atm,98411.23,posted,TR_00102,595.19,139.67,-455.5200000000001,455.5200000000001,-0.7653354391034797,455.5200000000001,0.0,undercharged_potential_loss,1,455.5200000000001
OP_0006693,CUST_0000620,mass,almaty,BR_054,2024-09-05,card_payments,merchant_purchase,web,236538.9,posted,TR_00017,532.21,87.95,-444.26000000000005,444.26000000000005,-0.834745683095019,444.26000000000005,0.0,undercharged_potential_loss,1,444.26000000000005
OP_0002222,CUST_0000547,mass,almaty,BR_036,2024-11-04,cash_withdrawals,atm_cash_withdrawal,branch,75840.15,posted,TR_00105,546.05,103.68,-442.36999999999995,442.36999999999995,-0.8101272777218204,442.36999999999995,0.0,undercharged_potential_loss,1,442.36999999999995
OP_0000681,CUST_0000715,sme,astana,BR_002,2024-04-03,cash_withdrawals,atm_cash_withdrawal,branch,80868.92,posted,TR_00109,524.03,85.35,-438.67999999999995,438.67999999999995,-0.837127645363815,438.67999999999995,0.0,undercharged_potential_loss,1,438.67999999999995
OP_0009095,CUST_0000534,affluent,karaganda,BR_046,2025-02-06,account_service,monthly_package_fee,mobile,175948.22,posted,TR_00116,1071.0,637.12,-433.88,433.88,-0.40511671335200744,433.88,0.0,undercharged_potential_loss,1,433.88
OP_0003431,CUST_0000488,mass,astana,BR_016,2024-05-24,merchant_acquiring,merchant_settlement,web,46995.32,posted,TR_00145,465.25,31.45,-433.8,433.8,-0.9324019344438474,433.8,0.0,undercharged_potential_loss,1,433.8
OP_0005146,CUST_0000511,mass,almaty,BR_018,2024-07-14,domestic_transfers,external_transfer,web,158135.24,posted,TR_00081,516.97,86.33,-430.64000000000004,430.64000000000004,-0.8330077180494033,430.64000000000004,0.0,undercharged_potential_loss,1,430.64000000000004
OP_0009472,CUST_0000539,mass,other,BR_051,2025-07-04,card_payments,p2p_transfer,mobile,175039.37,posted,TR_00034,666.55,242.11,-424.43999999999994,424.43999999999994,-0.6367714350011251,424.43999999999994,0.0,undercharged_potential_loss,1,424.43999999999994
OP_0004337,CUST_0000924,mass,astana,BR_041,2024-09-09,merchant_acquiring,merchant_settlement,pos,54967.8,posted,TR_00137,483.72,66.15,-417.57000000000005,417.57000000000005,-0.8632473331679484,417.57000000000005,0.0,undercharged_potential_loss,1,417.57000000000005
OP_0002325,CUST_0000927,mass,astana,BR_024,2024-04-01,card_payments,merchant_purchase,web,189932.67,posted,TR_00017,427.35,12.41,-414.94,414.94,-0.9709605709605709,414.94,0.0,undercharged_potential_loss,1,414.94
OP_0000136,CUST_0000088,mass,aktobe,BR_056,2025-08-19,domestic_transfers,external_transfer,branch,106760.55,posted,TR_00090,564.86,155.55,-409.31,409.31,-0.724622030237581,409.31,0.0,undercharged_potential_loss,1,409.31
OP_0007687,CUST_0000524,affluent,aktobe,BR_060,2025-03-13,merchant_acquiring,merchant_settlement,pos,146642.38,posted,TR_00140,1083.98,692.26,-391.72,391.72,-0.3613719810328604,391.72,0.0,undercharged_potential_loss,1,391.72
OP_0002754,CUST_0000158,affluent,almaty,BR_019,2025-06-21,cash_withdrawals,atm_cash_withdrawal,atm,129328.78,posted,TR_00100,651.82,261.4,-390.4200000000001,390.4200000000001,-0.5989690405326624,390.4200000000001,0.0,undercharged_potential_loss,1,390.4200000000001
OP_0006705,CUST_0000384,mass,other,BR_034,2025-11-26,cash_withdrawals,atm_cash_withdrawal,branch,47361.92,posted,TR_00106,381.93,0.0,-381.93,381.93,-1.0,381.93,0.0,undercharged_potential_loss,1,381.93
OP_0001086,CUST_0000460,affluent,astana,BR_040,2025-05-14,merchant_acquiring,merchant_settlement,web,48101.56,posted,TR_00148,400.01,31.18,-368.83,368.83,-0.9220519487012825,368.83,0.0,undercharged_potential_loss,1,368.83
OP_0009511,CUST_0000142,mass,aktobe,BR_052,2024-06-22,card_payments,p2p_transfer,pos,121934.02,posted,TR_00025,390.19,22.45,-367.74,367.74,-0.9424639278300315,367.74,0.0,undercharged_potential_loss,1,367.74
OP_0000957,CUST_0000220,mass,almaty,BR_010,2025-08-27,card_payments,p2p_transfer,pos,101603.32,posted,TR_00026,364.15,8.9,-355.25,355.25,-0.975559522174928,355.25,0.0,undercharged_potential_loss,1,355.25
OP_0002173,CUST_0000257,sme,aktobe,BR_020,2025-07-26,card_payments,p2p_transfer,web,105527.38,posted,TR_00046,382.94,35.25,-347.69,347.69,-0.907949025957069,347.69,0.0,undercharged_potential_loss,1,347.69
OP_0002753,CUST_0000648,mass,aktobe,BR_005,2024-07-05,merchant_acquiring,merchant_settlement,web,38852.5,posted,TR_00145,384.64,45.38,-339.26,339.26,-0.882019550748752,339.26,0.0,undercharged_potential_loss,1,339.26
OP_0000354,CUST_0000042,sme,karaganda,BR_040,2025-02-10,card_payments,merchant_purchase,pos,367224.37,posted,TR_00006,720.0,383.38,-336.62,336.62,-0.46752777777777776,336.62,0.0,undercharged_potential_loss,1,336.62
OP_0004065,CUST_0000829,sme,other,BR_056,2024-03-31,card_payments,p2p_transfer,mobile,126350.71,posted,TR_00037,386.63,51.69,-334.94,334.94,-0.8663062876652097,334.94,0.0,undercharged_potential_loss,1,334.94
OP_0003177,CUST_0000240,mass,almaty,BR_015,2024-12-23,cash_withdrawals,atm_cash_withdrawal,branch,53181.75,posted,TR_00105,382.91,51.31,-331.6,331.6,-0.8659998433052153,331.6,0.0,undercharged_potential_loss,1,331.6
OP_0004771,CUST_0000183,mass,almaty,BR_007,2025-10-02,merchant_acquiring,merchant_settlement,web,36965.94,posted,TR_00146,409.88,81.88,-328.0,328.0,-0.8002342148921636,328.0,0.0,undercharged_potential_loss,1,328.0
OP_0006897,CUST_0000074,mass,other,BR_057,2024-12-11,account_service,monthly_package_fee,branch,16422.38,posted,TR_00129,1800.0,1478.8,-321.20000000000005,321.20000000000005,-0.17844444444444446,321.20000000000005,0.0,undercharged_potential_loss,1,321.20000000000005
OP_0006123,CUST_0000050,mass,almaty,BR_028,2024-01-10,merchant_acquiring,merchant_settlement,pos,36250.03,posted,TR_00137,319.0,0.0,-319.0,319.0,-1.0,319.0,0.0,undercharged_potential_loss,1,319.0
OP_0002485,CUST_0000043,affluent,karaganda,BR_046,2024-08-11,cash_withdrawals,atm_cash_withdrawal,atm,95656.43,posted,TR_00099,430.45,112.92,-317.53,317.53,-0.737669880357765,317.53,0.0,undercharged_potential_loss,1,317.53
OP_0002845,CUST_0000260,affluent,other,BR_002,2025-07-27,merchant_acquiring,merchant_settlement,pos,59490.15,posted,TR_00140,439.75,129.92,-309.83000000000004,309.83000000000004,-0.7045594087549745,309.83000000000004,0.0,undercharged_potential_loss,1,309.83000000000004
OP_0005095,CUST_0000697,affluent,almaty,BR_005,2025-02-12,merchant_acquiring,merchant_settlement,pos,40856.82,posted,TR_00140,302.01,0.0,-302.01,302.01,-1.0,302.01,0.0,undercharged_potential_loss,1,302.01
OP_0008621,CUST_0000839,mass,aktobe,BR_052,2025-10-15,merchant_acquiring,merchant_settlement,pos,23535.45,posted,TR_00138,300.0,0.0,-300.0,300.0,-1.0,300.0,0.0,undercharged_potential_loss,1,300.0
OP_0004092,CUST_0000093,mass,astana,BR_022,2025-08-26,merchant_acquiring,merchant_settlement,pos,11544.08,posted,TR_00138,300.0,0.0,-300.0,300.0,-1.0,300.0,0.0,undercharged_potential_loss,1,300.0
OP_0008400,CUST_0000742,mass,almaty,BR_028,2024-08-26,merchant_acquiring,merchant_settlement,pos,9887.33,posted,TR_00137,300.0,0.0,-300.0,300.0,-1.0,300.0,0.0,undercharged_potential_loss,1,300.0
OP_0005552,CUST_0000839,mass,aktobe,BR_052,2025-08-29,merchant_acquiring,merchant_settlement,web,24041.23,posted,TR_00146,300.0,0.0,-300.0,300.0,-1.0,300.0,0.0,undercharged_potential_loss,1,300.0
OP_0009075,CUST_0000145,mass,astana,BR_008,2025-11-23,card_payments,p2p_transfer,pos,82909.35,posted,TR_00026,297.15,2.15,-295.0,295.0,-0.9927645970048797,295.0,0.0,undercharged_potential_loss,1,295.0
OP_0009269,CUST_0000728,mass,other,BR_054,2024-03-19,merchant_acquiring,merchant_settlement,pos,9736.73,posted,TR_00137,300.0,8.33,-291.67,291.67,-0.9722333333333334,291.67,0.0,undercharged_potential_loss,1,291.67
OP_0000476,CUST_0000367,sme,almaty,BR_010,2024-12-02,domestic_transfers,external_transfer,branch,55532.6,posted,TR_00093,287.93,0.0,-287.93,287.93,-1.0,287.93,0.0,undercharged_potential_loss,1,287.93
OP_0001772,CUST_0000897,mass,karaganda,BR_052,2025-08-28,card_payments,merchant_purchase,pos,125841.04,posted,TR_00002,281.88,0.0,-281.88,281.88,-1.0,281.88,0.0,undercharged_potential_loss,1,281.88
OP_0004665,CUST_0000875,affluent,other,BR_012,2025-01-06,domestic_transfers,external_transfer,branch,62177.68,posted,TR_00092,288.83,9.64,-279.19,279.19,-0.9666239656545373,279.19,0.0,undercharged_potential_loss,1,279.19
OP_0000669,CUST_0000835,affluent,almaty,BR_059,2025-09-05,cash_withdrawals,atm_cash_withdrawal,branch,44512.58,posted,TR_00108,269.21,2.97,-266.23999999999995,266.23999999999995,-0.9889677203669996,266.23999999999995,0.0,undercharged_potential_loss,1,266.23999999999995
